title,time,username,q1,q2,q3,q4,q5,q6,q7,q8,q9
Panorama Forbidden City,~2021-02-09 14:46,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","student, travel enthusiast",C. Insufficient coverage area,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-09 15:01,unknown,Yes,40 or more,beautiful form,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-09 15:13,unknown,uncertain,10-Jan,Shooting range,"Work/study gaps, leisure time",student,D. Too little visible area,C. More indoor scenes,B. Garden area,Items can be seen inside
Panorama Forbidden City,~2021-02-09 15:27,unknown,Yes,10-Jan,deep interaction,"Work/study gaps, leisure time","Cultural and Expo enthusiasts, history lovers, national trend fans, students, practitioners in the cultural and motto industry, literary youth, traditional culture lovers, international friends who love Chinese culture",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",A virtual wishing pool can be launched
Panorama Forbidden City,~2021-02-09 16:12,unknown,uncertain,10-Jan,details are accurate,"Work/study gaps, leisure time",Young artists,D. Too little visible area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-09 16:58,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Guochao fan, Internet technology enthusiast, student",A. Fully satisfied,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-09 17:15,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",student,A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-09 17:24,unknown,Yes,10-Jan,deep interaction,"Between work/study, leisure, socializing with like-minded people","Guochao fan, traditional culture lover",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,Functional introduction to each part of each temple
Panorama Forbidden City,~2021-02-09 18:01,unknown,Yes,20-Nov,details are accurate,studying and working,"History buffs, Internet technology enthusiasts",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-09 18:04,unknown,Yes,10-Jan,beautiful form,studying and working,history buff,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-09 18:33,unknown,Yes,20-Nov,Rich content,studying and working,"History buffs, traditional culture buffs, travel buffs",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-09 18:55,unknown,Yes,10-Jan,innovative,"On the way to and from get off work or going out, between work/study, during leisure","Culture and blog enthusiasts, history lovers, international friends who love Chinese culture, travel enthusiasts",D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",I want to take a look at the overlook and see the color of the colorful glazed tiles at sunset.
Panorama Forbidden City,~2021-02-09 19:10,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,C. More indoor scenes,D. Other areas,Tiananmen Square
Panorama Forbidden City,~2021-02-09 19:23,unknown,Yes,20-Nov,beautiful form,"Work/study gaps, leisure time","student, youth",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",virtual image
Panorama Forbidden City,~2021-02-09 19:27,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","History lovers, national tide fans, students, literary youth, traditional culture lovers, travel lovers",C. Insufficient coverage area,B. Partially closed areas,B. Garden area,I hope to have the feeling of really walking in the Forbidden City and increase the unpopular open area
Panorama Forbidden City,~2021-02-09 19:36,unknown,Yes,40 or more,innovative,"Work/study gap, leisure time, study and work","student, travel enthusiast",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",without
Panorama Forbidden City,~2021-02-09 19:53,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-09 20:10,unknown,Yes,40 or more,Update frequency,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, collectors, fans of the country, international friends who love Chinese culture",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",7
Panorama Forbidden City,~2021-02-09 20:21,unknown,Yes,10-Jan,Rich content,Before going to bed late at night / waking up early in the morning,student,A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-09 20:34,unknown,Yes,21-40 pieces,Rich content,When socializing with like-minded people,"History lovers, national tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area","Hope to have a further improvement in perspective. For example, you can move in the character!"
Panorama Forbidden City,~2021-02-09 20:55,unknown,Yes,10-Jan,Update frequency,"Work/study gaps, leisure time",history buff,A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",Hope to add some interesting allusions
Panorama Forbidden City,~2021-02-09 20:58,unknown,Yes,40 or more,deep interaction,"Between work/study, leisure, socializing with like-minded people","Cultural and blog enthusiasts, collectors, Internet technology enthusiasts, students, literary youth, others",A. Fully satisfied,C. More indoor scenes,B. Garden area,such as mini-games related to the Forbidden City
Panorama Forbidden City,~2021-02-09 21:00,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, collectors, students, traditional culture lovers, international friends who love Chinese culture, travel lovers",D. Too little visible area,B. Partially closed areas,B. Garden area,Explain exactly the name of the scene and its origin and why. This can make the viewers more interested and understandable.
Panorama Forbidden City,~2021-02-09 21:07,unknown,uncertain,10-Jan,innovative,"Work/study gaps, leisure time","History buffs, Internet technology enthusiasts, students",C. Insufficient coverage area,A. Unpopular open areas,B. Garden area,"Casual activities, open restricted areas,"
Panorama Forbidden City,~2021-02-09 21:16,unknown,no,10-Jan,Shooting range,studying and working,other,D. Too little visible area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-09 21:40,unknown,Yes,20-Nov,beautiful form,"Between work/study, leisure, socializing with like-minded people","Cultural and museum enthusiasts, history lovers, collectors, students, practitioners in the cultural and exhibition industry, literary youth, traditional culture lovers, international friends who love Chinese culture",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-09 21:51,unknown,Yes,10-Jan,innovative,studying and working,"History buff, country fan, student",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",Forbidden City cat
Panorama Forbidden City,~2021-02-09 21:55,unknown,Yes,20-Nov,innovative,"Work/study gaps, leisure time","history buff, student",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,detailed introduction
Panorama Forbidden City,~2021-02-09 22:07,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","History buffs, national tide fans, students, travel enthusiasts",A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-09 22:23,unknown,Yes,20-Nov,Shooting range,Before going to bed late at night / waking up early in the morning,"National tide fans, students",C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-09 22:42,unknown,uncertain,10-Jan,Shooting range,Before going to bed late at night / waking up early in the morning,"History lovers, national tide fans, traditional culture lovers",D. Too little visible area,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-09 23:17,unknown,Yes,10-Jan,Rich content,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Guochao fans, Internet technology enthusiasts, students, traditional culture lovers",D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area","The objects in the Forbidden City can interact with the objects and buildings, and the details in the Forbidden City are clearer"
Panorama Forbidden City,~2021-02-09 23:43,unknown,Yes,40 or more,details are accurate,studying and working,"History enthusiasts, Internet technology enthusiasts, students, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts",A. Fully satisfied,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-10 02:31,unknown,Yes,40 or more,innovative,When socializing with like-minded people,Internet technology enthusiast,A. Fully satisfied,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-10 02:39,unknown,Yes,20-Nov,Shooting range,"Between work/study, at leisure, before going to bed at night/wake up in the morning",history buff,A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-10 08:46,unknown,Yes,20-Nov,deep interaction,"Work/study gaps, leisure time",Internet technology enthusiast,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",1. I hope to add an interactive module (similar to video barrage); 2. I hope to add panoramic scenery of different seasons and weather.
Panorama Forbidden City,~2021-02-10 09:12,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",D. Too little visible area,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-10 09:16,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time",student,B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-10 09:28,unknown,no,10-Jan,Rich content,"Work/study gaps, leisure time",history buff,D. Too little visible area,C. More indoor scenes,D. Other areas,"The content needs to be detailed and can be viewed in real time, not only in the open air for free, but also in some indoors, enriching the people's vision, and it is not necessary to watch it on-site."
Panorama Forbidden City,~2021-02-10 10:05,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, students, literary youth, traditional culture lovers, tourism lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area","Add some unopened areas, so that people who often go to the Forbidden City can also feel new, and when they go to the Forbidden City next time, although they cannot go to those unopened places, it is good to stand outside and feel it. In addition, it can also add a little more fun to the adventure. In addition, in addition to some official introductions, you can also talk about the small anecdotes that happened to the emperor or ministers in the palace. Because the introduction is too boring."
Panorama Forbidden City,~2021-02-10 10:38,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, students, literary youth",D. Too little visible area,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-10 11:02,unknown,no,21-40 pieces,Shooting range,"Work/study gaps, leisure time","National trend fan, literary youth",C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-10 11:04,unknown,Yes,20-Nov,Update frequency,studying and working,student,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-10 11:11,unknown,Yes,20-Nov,Update frequency,"Between work/study, leisure, socializing with like-minded people","Bloggers, history buffs",C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area",Fun facts and historical stories
Panorama Forbidden City,~2021-02-10 11:15,unknown,Yes,40 or more,innovative,"Work/study gap, leisure time, study and work","Cultural enthusiasts, history lovers, students, travel enthusiasts",A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-10 11:34,unknown,uncertain,10-Jan,deep interaction,"During study and work, during meals, before going to bed late at night / waking up early in the morning","student, travel enthusiast",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Open up a few more places where you can watch the content in the store.
Panorama Forbidden City,~2021-02-10 11:42,unknown,Yes,21-40 pieces,deep interaction,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary and artistic youth, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-10 11:48,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-10 12:05,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time",bloggers,A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",Let me know about his related events when I see the Forbidden City and can see those statues
Panorama Forbidden City,~2021-02-10 12:11,unknown,Yes,40 or more,details are accurate,"Work/study gap, leisure time, study and work","Culture and blog enthusiasts, history enthusiasts, national tide fans, Internet technology enthusiasts, students, traditional culture enthusiasts, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",There can be a quiz activity.
Panorama Forbidden City,~2021-02-10 12:14,unknown,Yes,10-Jan,Rich content,"Between work/study, at leisure, during meals","student, youth",C. Insufficient coverage area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-10 12:34,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","Cultural and bloggers, history buffs, students, others",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,"You can walk around freely, add up, down, left and right flight buttons like a game, and see the Forbidden City more comprehensively"
Panorama Forbidden City,~2021-02-10 12:36,unknown,Yes,20-Nov,Rich content,"Work/study gap, leisure time, study and work","Cultural and blog enthusiasts, history lovers, collectors, fans of the country, students, traditional culture lovers",C. Insufficient coverage area,A. Unpopular open areas,B. Garden area,Cultural relics viewing
Panorama Forbidden City,~2021-02-10 12:41,unknown,uncertain,21-40 pieces,details are accurate,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-10 13:03,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","Culture and blog enthusiasts, history lovers, collectors, fans of the country, Internet technology enthusiasts, students, traditional culture lovers",A. Fully satisfied,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-10 13:36,unknown,no,10-Jan,Shooting range,Before going to bed late at night / waking up early in the morning,"Cultural and blog enthusiasts, history lovers, national trend fans, students, literary youth",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",I hope to be able to walk around freely without restrictions on the scope
Panorama Forbidden City,~2021-02-10 13:40,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,B. Garden area,unknown mystery
Panorama Forbidden City,~2021-02-10 14:08,13692001798,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Cultural and blog enthusiasts, national tide fans, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,"Specific cultural relic introduction, background story"
Panorama Forbidden City,~2021-02-10 14:11,unknown,Yes,10-Jan,Shooting range,When socializing with like-minded people,"Internet technology enthusiasts, travel enthusiasts",C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area","Make an online panoramic map app and increase publicity, so that everyone, especially the elderly and young children at home, can travel around the world on their mobile phones without leaving home."
Panorama Forbidden City,~2021-02-10 14:16,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, literary youth, traditional culture lovers",C. Insufficient coverage area,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 14:25,unknown,no,10-Jan,Shooting range,"Work/study gaps, leisure time","Bloggers, history buffs",D. Too little visible area,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-10 14:58,unknown,Yes,10-Jan,Rich content,"Between work/study, at leisure, while eating, socializing with like-minded people, before going to bed at night/waking up in the morning","Cultural and blog enthusiasts, history lovers, national tide fans, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area","It can be zoomed in and out, and there are buttons to control the direction sensitively."
Panorama Forbidden City,~2021-02-10 15:11,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","Collection enthusiasts, national tide fans, Internet technology enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",Word
Panorama Forbidden City,~2021-02-10 15:27,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, Internet technology lovers, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Panorama of the unopened area
Panorama Forbidden City,~2021-02-10 16:09,unknown,Yes,21-40 pieces,Rich content,"Work/study gaps, leisure time","History buff, country fan, student",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-10 16:09,unknown,Yes,21-40 pieces,Rich content,"Work/study gaps, leisure time","History buff, country fan, student",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-10 16:31,unknown,Yes,20-Nov,beautiful form,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, students, practitioners in the cultural and blogging industry, traditional culture lovers, tourism enthusiasts",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area", Stories of real people in the Forbidden City
Panorama Forbidden City,~2021-02-10 16:35,unknown,uncertain,21-40 pieces,Rich content,"Work/study gaps, leisure time","History buffs, students, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",increase clarity
Panorama Forbidden City,~2021-02-10 16:42,unknown,no,20-Nov,details are accurate,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-10 16:55,unknown,Yes,10-Jan,innovative,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Hope to add some closed areas
Panorama Forbidden City,~2021-02-10 17:29,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Culture and blog enthusiasts, history lovers, students, international friends who love Chinese culture, travel enthusiasts",D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 17:36,unknown,Yes,20-Nov,Shooting range,"While commuting or going out, between work/study, at leisure, while dining, while socializing with like-minded people","Bloggers, history buffs",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 17:46,unknown,uncertain,10-Jan,deep interaction,"Work/study gap, leisure time, study and work",history buff,D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area",hope that it will be easier to understand the whole. It is best to use technology to allow us to watch the Forbidden City online and walk around it like an actual tour.
Panorama Forbidden City,~2021-02-10 17:58,unknown,Yes,10-Jan,Rich content,studying and working,student,B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 19:04,unknown,Yes,21-40 pieces,Rich content,"Work/study gaps, leisure time",collectors,B. Basic Satisfaction,A. Unpopular open areas,D. Other areas,"Panoramic view inside and outside of Donghuamen, Xihuamen"
Panorama Forbidden City,~2021-02-10 19:10,unknown,Yes,10-Jan,Rich content,"Between work/study, leisure, socializing with like-minded people","Culture and blog enthusiasts, history lovers, collectors, fans of national trends, Internet technology lovers, traditional culture lovers, international friends who love Chinese culture, travel lovers",D. Too little visible area,B. Partially closed areas,B. Garden area,1. It is more rich. 2. The building name is more complete. 3. It is a little clearer.
Panorama Forbidden City,~2021-02-10 19:17,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","Bloggers, history buffs",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-10 19:28,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","History buffs, students, literary youth, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 19:34,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, literary youth, traditional culture lovers",A. Fully satisfied,C. More indoor scenes,"C. ""After bed"" area",History introduction
Panorama Forbidden City,~2021-02-10 19:37,unknown,Yes,10-Jan,Rich content,studying and working,student,A. Fully satisfied,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-10 19:57,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","Cultural and museum enthusiasts, history lovers, collectors, fans of the country, students, literary youth, traditional culture lovers",C. Insufficient coverage area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 21:06,unknown,Yes,10-Jan,beautiful form,"Work/study gaps, leisure time","student, traditional culture lover",D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area",The unopened temple can also be watched online
Panorama Forbidden City,~2021-02-10 21:18,unknown,Yes,20-Nov,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people","Cultural and blog enthusiasts, history lovers, collectors, fans of the country, Internet technology enthusiasts, students, practitioners in the cultural and blog industry, others",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,without
Panorama Forbidden City,~2021-02-10 21:55,unknown,Yes,10-Jan,Rich content,When socializing with like-minded people,"History buffs, students, traditional culture lovers",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",very perfect.
Panorama Forbidden City,~2021-02-10 22:02,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time",student,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 22:06,unknown,Yes,21-40 pieces,details are accurate,"Work/study gaps, leisure time","National tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-10 22:50,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","Students, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-10 23:01,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",traditional culture lovers,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-11 00:08,unknown,Yes,40 or more,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, when socializing with like-minded people","Culture and blog enthusiasts, students, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts",A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",Surrounding stores
Panorama Forbidden City,~2021-02-11 07:19,unknown,uncertain,10-Jan,deep interaction,Before going to bed late at night / waking up early in the morning,student,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,more interactive content
Panorama Forbidden City,~2021-02-11 08:14,unknown,uncertain,10-Jan,details are accurate,"Between work/study, leisure, socializing with like-minded people","history buff, student",D. Too little visible area,B. Partially closed areas,"C. ""After bed"" area",walk around
Panorama Forbidden City,~2021-02-11 08:42,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","Bloggers, history buffs",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-11 08:46,unknown,no,40 or more,Rich content,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",B. Basic Satisfaction,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-11 09:17,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","National tide fans, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-11 09:21,unknown,Yes,20-Nov,Rich content,studying and working,history buff,B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area","figure,"
Panorama Forbidden City,~2021-02-11 09:54,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",student,D. Too little visible area,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-11 09:58,unknown,Yes,10-Jan,details are accurate,"Between work/study, leisure, socializing with like-minded people","Cultural enthusiasts, history lovers, students, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-02-11 10:18,unknown,Yes,10-Jan,Rich content,Before going to bed late at night / waking up early in the morning,"Cultural enthusiasts, traditional culture lovers",C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-11 10:41,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","history buff, student",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-11 11:23,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",student,C. Insufficient coverage area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-11 11:42,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","National tide fans, students",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-11 12:31,unknown,Yes,40 or more,Shooting range,When socializing with like-minded people,"Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-11 12:37,unknown,uncertain,10-Jan,Shooting range,"Work/study gaps, leisure time","History buff, country fan, student",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-11 12:54,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Guochao fans, Internet technology enthusiasts, students, traditional culture lovers",C. Insufficient coverage area,C. More indoor scenes,B. Garden area,Introduction to each palace
Panorama Forbidden City,~2021-02-11 13:41,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","History buffs, students, travel enthusiasts",B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-02-11 13:49,unknown,Yes,21-40 pieces,details are accurate,"Work/study gaps, leisure time","history buff, student",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-11 14:28,unknown,Yes,20-Nov,Rich content,"While commuting to get off work or going out, while dining","students, other",A. Fully satisfied,A. Unpopular open areas,D. Other areas,
Panorama Forbidden City,~2021-02-11 14:30,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","Culture and blog enthusiasts, history lovers, national tide fans, students, traditional culture lovers, travel lovers",C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-11 14:32,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-11 14:35,unknown,Yes,21-40 pieces,innovative,"Work/study gaps, leisure time",student,A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-11 15:51,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",without
Panorama Forbidden City,~2021-02-11 16:16,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and art lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-02-11 16:21,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","History lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",unopened area
Panorama Forbidden City,~2021-02-11 16:21,unknown,no,20-Nov,details are accurate,Before going to bed late at night / waking up early in the morning,"Students, traditional culture lovers, others",C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-11 16:29,unknown,uncertain,40 or more,beautiful form,Before going to bed late at night / waking up early in the morning,student,D. Too little visible area,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-11 16:44,unknown,Yes,10-Jan,beautiful form,"Work/study gaps, leisure time","History lovers, national tide fans, students, literary youth, traditional culture lovers",C. Insufficient coverage area,B. Partially closed areas,D. Other areas,
